Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI
GRB130803A,GRB130803A,220.252708,-2.492,,IRAC Map PC,54896896,GRB130803A,2015-10-30 13:01:44,2015-10-30 15:11:16,11116,"Perley, Daniel A"
GRB130727A,GRB130727A,330.798583,-65.538528,,IRAC Map PC,54896640,GRB130727A,2016-07-24 03:33:59,2016-07-24 05:43:30,11116,"Perley, Daniel A"
GRB130725B,GRB130725B,214.240667,-11.128278,,IRAC Map PC,54896384,GRB130725B,2015-10-20 18:50:52,2015-10-20 21:00:22,11116,"Perley, Daniel A"
GRB130708A,2000 JA3,,,3042491.0,IRAC Map PC,32573696,(2000_JA3) [100s],2010-08-04 09:58:26,2010-08-04 10:11:47,60012,"Trilling, David E"
GRB130708A,GRB130702A,217.311583,15.774,,IRAC Map PC,62069248,GRB130702A,2016-11-05 00:20:03,2016-11-05 00:49:15,13104,"Perley, Daniel A"
GRB130702A,MOOPS_1512+1640,228.247536,16.668302,,IRAC Map PC,55403264,MADCOWS - MOOPS_1512+1640,2016-05-28 09:30:49,2016-05-28 09:38:49,11080,"Gonzalez, Anthony H"
GRB130701A,GRB130701A,357.229542,36.100389,,IRAC Map PC,54896128,GRB130701A,2015-11-09 16:32:45,2015-11-09 17:16:59,11116,"Perley, Daniel A"
GRB130623A,143651 (2003 QO104)-1,,,2143651.0,IRAC Map PC,53203712,IRACPC_2003_QO104-2d,2015-09-16 17:46:10,2015-09-16 17:53:52,11145,"MacLennan, Eric M"
GRB130615A,GRB130615A,274.829625,-68.16125,,IRAC Map PC,54895872,GRB130615A,2015-11-11 01:19:11,2015-11-11 03:28:43,11116,"Perley, Daniel A"
GRB130612A,GRB130612A,259.794083,16.719972,,IRAC Map PC,54895616,GRB130612A,2015-06-16 08:46:32,2015-06-16 12:05:02,11116,"Perley, Daniel A"
GRB130610A,GRB130610A,224.4205,28.206417,,IRAC Map PC,54895360,GRB130610A,2015-10-30 09:31:13,2015-10-30 12:49:51,11116,"Perley, Daniel A"
GRB130609B,GRB130609B,53.771292,-40.174083,,IRAC Map PC,54895104,GRB130609B,2015-11-08 17:26:26,2015-11-08 19:35:57,11116,"Perley, Daniel A"
GRB130609A,GRB130609A,152.66845800000002,24.132306,,IRAC Map PC,54894848,GRB130609A,2016-07-27 22:41:38,2016-07-28 00:51:10,11116,"Perley, Daniel A"
GRB130606A,GRB130606A,249.39658300000002,29.796389,,IRAC Map PC,54894592,GRB130606A,2015-06-05 13:27:38,2015-06-05 16:46:09,11116,"Perley, Daniel A"
GRB130606A,GRB130606A,249.39658300000002,29.796389,,IRAC Map PC,60118784,GRB130606A_ch2,2016-10-11 13:34:58,2016-10-11 16:54:02,11116,"Perley, Daniel A"
GRB130604A,GRB130604A,250.18870800000002,68.225972,,IRAC Map PC,54894336,GRB130604A,2015-06-14 15:24:26,2015-06-14 16:08:33,11116,"Perley, Daniel A"
GRB130529A,GRB130529A,24.281917,-64.147444,,IRAC Map PC,54894080,GRB130529A,2015-09-24 20:19:29,2015-09-24 22:29:00,11116,"Perley, Daniel A"
GRB130527A,GRB130527A,309.276333,-24.724972,,IRAC Map PC,54893824,GRB130527A,2015-12-29 18:58:40,2015-12-29 21:08:12,11116,"Perley, Daniel A"
GRB130515A,WISE1853-54,283.31514,-54.119634999999995,,IRAC Map PC,45091584,Ch 1&2 (epoch 1) - WISE1853-54,2012-05-25 19:26:28,2012-05-25 19:33:06,80109,"Kirkpatrick, J.Davy"
GRB130514A,GRB130514A,296.282917,-7.976222,,IRAC Map PC,54893568,GRB130514A,2015-12-31 23:55:36,2016-01-01 03:14:19,11116,"Perley, Daniel A"
GRB130511A,GRB130511A,196.645667,18.71,,IRAC Map PC,54893312,GRB130511A,2015-09-26 01:19:18,2015-09-26 02:24:03,11116,"Perley, Daniel A"
GRB130508A,l73.45778d-0.93647d,304.009981,35.199673,,IRAC Map PC,41154560,l73.45778d-0.93647d,2010-12-13 14:58:54,2010-12-13 16:00:34,61072,"Whitney, Barbara A"
GRB130508A,l73.15935d-0.92932d,304.24731,35.394978,,IRAC Map PC,41158400,l73.15935d-0.92932d,2010-12-13 14:01:28,2010-12-13 14:57:54,61072,"Whitney, Barbara A"
GRB130508A,l73.72160d-0.98867d,305.549456,35.247057,,IRAC Map PC,41162752,l73.72160d-0.98867d,2010-11-14 05:26:33,2010-11-14 05:30:52,61072,"Whitney, Barbara A"
GRB130508A,l73.06917d-1.08510d,305.369489,34.947307,,IRAC Map PC,41158144,l73.06917d-1.08510d,2010-12-13 06:48:23,2010-12-13 06:56:05,61072,"Whitney, Barbara A"
GRB130508A,73.78950GLIMPSE,305.00215299999996,35.262654,,IRAC Map PC,39309568,l073.78950-00.61000.20100621,2010-07-05 18:42:24,2010-07-05 19:34:10,61072,"Whitney, Barbara A"
GRB130505A,GRB130505A,137.061,17.484778,,IRAC Map PC,54893056,GRB130505A,2016-07-24 13:21:12,2016-07-24 16:39:51,11116,"Perley, Daniel A"
GRB130502A,GRB130502A,138.568875,-0.12341700000000001,,IRAC Map PC,54892800,GRB130502A,2016-07-27 06:27:43,2016-07-27 08:37:14,11116,"Perley, Daniel A"
GRB130427B,GRB130427B,314.898417,-22.546360999999997,,IRAC Map PC,54892544,GRB130427B,2016-01-08 23:29:11,2016-01-09 02:48:11,11116,"Perley, Daniel A"
GRB130427A,GRB130427A,173.136833,27.698944,,IRAC Map PC,62068992,GRB130427A,2017-08-13 21:54:18,2017-08-13 22:23:31,13104,"Perley, Daniel A"
GRB130427A,GRB130427A,173.13683,27.698940000000004,,IRAC Map PC,50937600,GRB130427A,2014-08-20 21:08:12,2014-08-20 21:53:44,10098,"Stern, Daniel"
GRB130420A,GRB130420A,196.106542,59.424082999999996,,IRAC Map PC,54892288,GRB130420A,2015-06-14 22:00:37,2015-06-14 23:05:22,11116,"Perley, Daniel A"
GRB130420A,GD323,196.134167,59.459111,,IRAC Map,18228992,IRAC-GD323,2006-12-27 03:09:16,2006-12-27 03:42:33,30432,"Burleigh, Matt R"
GRB130420A,GD323,196.134167,59.459111,,IRAC Map PC,47788032,epoch2-GD323,2013-06-09 15:28:08,2013-06-09 15:31:18,90095,"Luhman, Kevin L"
GRB130418A,GRB130418A,149.03716699999998,13.667444,,IRAC Map PC,54892032,GRB130418A,2016-07-24 16:41:59,2016-07-24 17:46:43,11116,"Perley, Daniel A"
GRB130327A,GRB130327A,92.038708,55.715028000000004,,IRAC Map PC,54891776,GRB130327A,2015-12-17 18:22:56,2015-12-17 20:32:27,11116,"Perley, Daniel A"
GRB130216A,Hyades-AFstars,66.404583,15.941139000000002,,IRAC Map,4096000,IRAC-0015-afstars1,2004-03-07 06:36:13,2004-03-07 07:02:38,42,"Fazio, Giovanni"
GRB130215A,GRB130215A,43.502917,13.395389000000002,,IRAC Map PC,62068736,GRB130215A,2016-11-26 19:23:02,2016-11-26 20:27:47,13104,"Perley, Daniel A"
GRB130131B,GRB130131B,173.95554199999998,15.038194,,IRAC Map PC,54891520,GRB130131B,2016-09-02 17:22:12,2016-09-02 19:34:45,11116,"Perley, Daniel A"
GRB130131A,GRB130131A,171.126625,48.075917,,IRAC Map PC,54891264,GRB130131A,2016-07-17 11:50:25,2016-07-17 13:59:57,11116,"Perley, Daniel A"
GRB121212A,GRB121212A,177.792917,78.037306,,IRAC Map PC,54891008,GRB121212A,2015-06-05 21:16:53,2015-06-05 23:26:24,11116,"Perley, Daniel A"
GRB121209A,GRB121209A,326.787208,-8.235306,,IRAC Map PC,54890752,GRB121209A,2016-09-14 10:12:09,2016-09-14 12:24:54,11116,"Perley, Daniel A"
GRB121201A,GRB121201A,13.467375,-42.942889,,IRAC Map PC,54890496,GRB121201A,2015-09-27 02:26:03,2015-09-27 06:50:37,11116,"Perley, Daniel A"
GRB121125A,GRB121125A,228.52725,55.31333299999999,,IRAC Map PC,54890240,GRB121125A,2015-06-05 19:03:48,2015-06-05 21:13:19,11116,"Perley, Daniel A"
GRB121123A,GRB121123A,307.317833,-11.859944,,IRAC Map PC,54889984,GRB121123A,2016-01-01 03:16:39,2016-01-01 05:26:10,11116,"Perley, Daniel A"
GRB121027A,GRB121027A,63.597667,-58.829832999999994,,IRAC Map PC,47081984,GRB121027A,2013-08-31 02:41:28,2013-08-31 04:21:04,90062,"Perley, Daniel A"
GRB121024A,GRB121024A,70.472,-12.290778,,IRAC Map PC,47082496,GRB121024A,2013-04-06 21:48:13,2013-04-07 00:04:23,90062,"Perley, Daniel A"
GRB121011A,GRB121011A,260.213417,41.110389,,IRAC Map PC,62068480,GRB121011A,2016-11-07 23:27:54,2016-11-08 00:32:39,13104,"Perley, Daniel A"
GRB120922A,GRB120922A,234.7485,-20.181722,,IRAC Map PC,54889728,GRB120922A,2015-06-14 10:22:08,2015-06-14 13:41:08,11116,"Perley, Daniel A"
GRB120911A,116.22287GLIMPSE,358.160995,62.585818,,IRAC Map PC,38718720,l116.22287+00.48250.20100201,2010-02-13 15:32:46,2010-02-13 16:33:06,60020,"Whitney, Barbara A"
GRB120911A,116.22977GLIMPSE,357.72763199999997,63.451296,,IRAC Map PC,38736640,l116.22977+01.37000.20100130,2010-02-12 17:30:37,2010-02-12 18:40:06,60020,"Whitney, Barbara A"
GRB120909A,GRB120909A,275.736333,-59.448361,,IRAC Map PC,46466048,GRB120909A,2013-05-31 13:49:29,2013-05-31 20:26:25,90062,"Perley, Daniel A"
GRB120907A,GRB120907A,74.75,-9.315,,IRAC Map PC,54889472,GRB120907A,2015-06-04 22:03:14,2015-06-04 22:47:24,11116,"Perley, Daniel A"
GRB120821A,DBSB2003T3+113,255.145833,-40.562222,,IRAC Map,18911744,IRAC-0000 - DBSB2003T3+113,2007-09-09 09:07:31,2007-09-09 09:11:21,30734,"Figer, Donald F"
GRB120821A,345.53540GLIMPSE,256.295121,-40.815988,,IRAC Map PC,61025280,l345.53540+00.18171.20170701,2017-07-03 09:58:21,2017-07-03 11:28:50,13117,"Benjamin, Robert A"
GRB120821A,345.67041GLIMPSE,256.16025,-40.568415,,IRAC Map PC,61036800,l345.67041+00.41306.20170701,2017-07-03 19:21:21,2017-07-03 20:27:44,13117,"Benjamin, Robert A"
GRB120821A,344.73160GLIMPSE,253.75824500000002,-40.327107,,IRAC Map,21276160,l344.73160+02.00000.20070402,2007-04-03 23:30:03,2007-04-04 00:05:15,30570,"Benjamin, Robert A"
GRB120821A,344.66330GLIMPSE,253.85185,-40.472281,,IRAC Map,20253184,l344.66330+01.85338.20060919,2006-09-21 21:23:41,2006-09-21 22:20:58,30570,"Benjamin, Robert A"
GRB120821A,346.08549GLIMPSE,256.940068,-40.496052,,IRAC Map,11957504,l346.08549-00.01616.20040905,2004-09-06 11:55:02,2004-09-06 13:03:28,192,"Churchwell, Ed"
GRB120821A,345.69078GLIMPSE,256.6262,-40.810848,,IRAC Map,11956992,l345.69078-00.01494.20040905,2004-09-06 10:45:24,2004-09-06 11:53:50,192,"Churchwell, Ed"
GRB120816B,WISE2229-01,337.467742,-1.767881,,IRAC Map PC,41444608,Ch1&2 (epoch 1) - WISE2229-01,2010-12-31 21:35:23,2010-12-31 21:42:01,70062,"Kirkpatrick, J.Davy"
GRB120816A,25.76521GLIMPSE,281.317013,-7.262522,,IRAC Map,21304576,l025.76521-01.94141.20070511,2007-05-11 09:46:24,2007-05-11 10:40:52,30570,"Benjamin, Robert A"
GRB120815A,GRB120815A,273.957583,-52.131139000000005,,IRAC Map PC,46466560,GRB120815A,2013-05-31 20:28:12,2013-05-31 23:46:51,90062,"Perley, Daniel A"
GRB120811C,J131907.48+621721.3,199.78120800000002,62.28925,,IRAC Map PC,44074496,J131907.48+621721.3,2012-04-20 21:36:52,2012-04-20 22:33:01,80254,"Stern, Daniel"
GRB120811C,GRB120811C,199.682583,62.300778,,IRAC Map PC,46466304,GRB120811C,2013-01-21 19:11:43,2013-01-21 22:30:22,90062,"Perley, Daniel A"
GRB120811A,CB72,257.13625,-22.894167000000003,,IRAC Map,26268416,CB72-IRAC-epoch1,2009-04-24 17:47:55,2009-04-24 17:51:42,50477,"Bourke, Tyler L"
GRB120811A,CB72,257.13625,-22.894167000000003,,IRAC Map,26268672,CB72-IRAC-epoch2,2009-04-22 12:04:18,2009-04-22 12:08:17,50477,"Bourke, Tyler L"
GRB120805A,GRB120805A,216.538,5.825472,,IRAC Map PC,54889216,GRB120805A,2015-09-21 05:20:20,2015-09-21 08:39:24,11116,"Perley, Daniel A"
GRB120805A,GRB120805A,216.538,5.825472,,IRAC Map PC,65629952,GRB120805A,2018-05-27 05:30:40,2018-05-27 06:35:24,13104,"Perley, Daniel A"
GRB120804A,GRB120804A,233.947875,-28.782417,,IRAC Map PC,46465792,GRB120804A,2013-05-11 14:17:45,2013-05-11 15:16:07,90062,"Perley, Daniel A"
GRB120802A,GRB120802A,44.843125,13.768667,,IRAC Map PC,62068224,GRB120802A,2017-11-16 00:56:47,2017-11-16 05:21:36,13104,"Perley, Daniel A"
GRB120802A,GRB120802A,44.843125,13.768667,,IRAC Map PC,54888960,GRB120802A,2015-11-10 17:21:30,2015-11-10 20:40:08,11116,"Perley, Daniel A"
GRB120724A,GRB120724A,245.180625,3.5077220000000002,,IRAC Map PC,54888704,GRB120724A,2015-06-05 08:15:43,2015-06-05 09:20:28,11116,"Perley, Daniel A"
GRB120722A,GRB120722A,230.49658300000002,13.251278,,IRAC Map PC,54888448,GRB120722A,2015-10-20 21:13:09,2015-10-20 21:57:18,11116,"Perley, Daniel A"
GRB120716A,GRB120716A,313.050417,9.59825,,IRAC Map PC,62067968,GRB120716A,2017-01-29 18:58:09,2017-01-29 21:10:48,13104,"Perley, Daniel A"
GRB120714B,GRB120714B,355.40875,-46.183889,,IRAC Map PC,54888192,GRB120714B,2015-09-22 10:50:06,2015-09-22 11:19:17,11116,"Perley, Daniel A"
GRB120712A,GRB120712A-offset,169.5875,-20.023833,,IRAC Map PC,46290176,GRB120712A,2013-08-12 16:51:40,2013-08-12 23:20:18,90062,"Perley, Daniel A"
GRB120711A,GRB120711A,94.67845799999999,-70.999083,,IRAC Map PC,62067712,GRB120711A,2016-11-06 05:37:35,2016-11-06 06:42:20,13104,"Perley, Daniel A"
GRB120703A,GRB120703A,339.356708,-29.72325,,IRAC Map PC,54887936,GRB120703A,2016-09-12 17:41:54,2016-09-12 19:51:26,11116,"Perley, Daniel A"
GRB120701A,GRB120701A,80.348,-58.549528,,IRAC Map PC,62067456,GRB120701A,2016-12-07 10:23:22,2016-12-07 11:28:07,13104,"Perley, Daniel A"
GRB120624B,GRB120624B,170.884625,8.928556,,IRAC Map PC,62067200,GRB120624B,2017-09-25 07:43:56,2017-09-25 08:50:14,13104,"Perley, Daniel A"
GRB120522A,290.76520GLIMPSE,166.391424,-61.788993999999995,,IRAC Map PC,42662144,l290.76520-01.44400.20120320,2012-03-20 22:26:31,2012-03-20 23:36:29,80074,"Whitney, Barbara A"
GRB120522A,291.02856GLIMPSE,166.904364,-61.89252,,IRAC Map PC,42706944,l291.02856-01.44400.20120320,2012-03-20 23:37:36,2012-03-21 00:47:34,80074,"Whitney, Barbara A"
GRB120521C,GRB120521C,214.286667,42.144778,,IRAC Map PC,46290432,GRB120521C,2013-04-10 22:08:05,2013-04-10 23:06:29,90062,"Perley, Daniel A"
GRB120514A,29.32996GLIMPSE,283.358459,-4.299887,,IRAC Map,21290240,l029.32996-02.40228.20070512,2007-05-13 13:27:51,2007-05-13 14:03:12,30570,"Benjamin, Robert A"
GRB120514A,29.49290GLIMPSE,283.169092,-4.020669,,IRAC Map,21301248,l029.49290-02.10711.20070512,2007-05-13 12:35:18,2007-05-13 13:26:53,30570,"Benjamin, Robert A"
GRB120422A,GRB120422A,136.90991699999998,14.01875,,IRAC Map PC,62066944,GRB120422A,2017-02-21 02:37:10,2017-02-21 03:06:21,13104,"Perley, Daniel A"
GRB120419A,299.67507GLIMPSE,185.743782,-62.700885,,IRAC Map,11765248,l299.67507-00.00918.20040719,2004-07-20 14:10:36,2004-07-20 15:25:37,189,"Churchwell, Ed"
GRB120419A,300.08767GLIMPSE,186.639915,-62.740348,,IRAC Map,11766528,l300.08767-00.00599.20040719,2004-07-20 15:26:46,2004-07-20 16:41:47,189,"Churchwell, Ed"
GRB120404A,GRB120404A-offset,234.979167,12.869722,,IRAC Map PC,46290688,GRB120404A,2013-09-19 19:14:10,2013-09-19 22:28:42,90062,"Perley, Daniel A"
GRB120404A,GRB120404A,235.0095,12.885028,,IRAC Map PC,62066688,GRB120404A,2016-11-25 19:45:58,2016-11-25 21:58:33,13104,"Perley, Daniel A"
GRB120328A,RXJ1605.6-3837 - clus,241.38875,-38.629166999999995,,IRAC Map,5670656,EVANS-WTTS-IRAC - RXJ1605.6-3837 - clus,2004-08-12 07:21:24,2004-08-12 07:33:43,173,"Evans, Neal"
GRB120327A,GRB120327A,246.864417,-29.415,,IRAC Map PC,46290944,GRB120327A,2012-11-07 00:10:17,2012-11-07 03:28:51,90062,"Perley, Daniel A"
GRB120326A,GRB120326A,273.90441699999997,69.259833,,IRAC Map PC,54887680,GRB120326A,2015-06-14 23:09:01,2015-06-15 00:13:46,11116,"Perley, Daniel A"
GRB120320A,GRB120320A,212.517625,8.696583,,IRAC Map PC,54887424,GRB120320A,2016-05-22 17:42:42,2016-05-22 19:52:13,11116,"Perley, Daniel A"
GRB120312A,GRB120312A,251.788333,23.858028,,IRAC Map PC,54887168,GRB120312A,2015-06-18 00:26:19,2015-06-18 02:35:50,11116,"Perley, Daniel A"
GRB120311B,NGC 6309,258.517917,-12.910556,,IRAC Map,4417792,IRAC-0020,2004-09-04 17:47:41,2004-09-04 17:56:31,68,"Fazio, Giovanni"
GRB120308A,GRB120308A,219.083708,79.68675,,IRAC Map PC,46291200,GRB120308A,2012-12-01 16:11:49,2012-12-01 19:30:40,90062,"Perley, Daniel A"
GRB120224A,GRB120224A,40.942292,-17.761667000000003,,IRAC Map PC,54886912,GRB120224A,2015-10-19 16:42:25,2015-10-19 17:26:35,11116,"Perley, Daniel A"
GRB120211A,GRB120211A,87.753792,-24.775333,,IRAC Map PC,54886656,GRB120211A,2015-06-16 04:07:03,2015-06-16 06:19:35,11116,"Perley, Daniel A"
GRB120121A,ophi89-3a,249.45416699999998,-24.358889,,IRAC Map,5750784,IRAC-1689-5,2004-03-30 03:05:11,2004-03-30 03:37:51,177,"Evans, Neal"
GRB120121A,ophi89-3a,249.45416699999998,-24.358889,,IRAC Map,5755136,IRAC-1689-5-fa,2004-03-30 07:55:53,2004-03-30 08:23:45,177,"Evans, Neal"
GRB120121A,OphMain-28,249.375,-24.25,,IRAC Map PC,47118592,Block - OphMain-28,2013-05-20 20:13:14,2013-05-20 22:17:26,90071,"Kraus, Adam L"
GRB120119A,GRB120119A,120.028875,-9.081583,,IRAC Map PC,46291456,GRB120119A,2013-01-01 17:10:21,2013-01-01 20:29:08,90062,"Perley, Daniel A"
GRB120118B,GRB120118B,124.871,-7.184806,,IRAC Map PC,54886400,GRB120118B,2016-07-06 16:34:04,2016-07-06 18:46:54,11116,"Perley, Daniel A"
GRB120118B,GRB120118B,124.871,-7.184806,,IRAC Map PC,65630208,GRB120118B,2018-07-23 08:07:40,2018-07-23 09:12:25,13104,"Perley, Daniel A"
GRB120116A,GRB120116A,16.241083,33.93075,,IRAC Map PC,54886144,GRB120116A,2015-11-20 21:33:49,2015-11-20 23:43:21,11116,"Perley, Daniel A"
GRB120102A,GRB120102A,276.224542,24.713082999999997,,IRAC Map PC,54885888,GRB120102A,2015-06-17 22:10:20,2015-06-18 00:19:52,11116,"Perley, Daniel A"
GRB111228A,GRB111228A,150.066708,18.297722,,IRAC Map PC,54885632,GRB111228A,2015-07-16 14:13:28,2015-07-16 14:42:41,11116,"Perley, Daniel A"
GRB111225A,GRB111225A,13.155625,51.571694,,IRAC Map PC,62066432,GRB111225A,2016-12-05 16:25:30,2016-12-05 16:54:42,13104,"Perley, Daniel A"
GRB111215A,GRB111215A,349.555458,32.494194,,IRAC Map PC,46291712,GRB111215A,2013-01-31 08:00:19,2013-01-31 08:58:48,90062,"Perley, Daniel A"
GRB111210A,NGC4671,191.44833300000002,-7.0697779999999995,,IRAC Map PC,49521920,S4G-NGC4671B,2014-10-02 17:41:03,2014-10-02 17:46:33,10043,"Sheth, Kartik"
GRB111210A,NGC4671,191.44833300000002,-7.0697779999999995,,IRAC Map PC,49521664,S4G-NGC4671,2014-08-31 01:25:01,2014-08-31 01:30:30,10043,"Sheth, Kartik"
GRB111209A,GRB111209A,14.344917,-46.801167,,IRAC Map PC,62066176,GRB111209A,2017-02-21 05:40:07,2017-02-21 07:52:44,13104,"Perley, Daniel A"
GRB111209A,GRB111209A,14.344917,-46.801167,,IRAC Map PC,54885376,GRB111209A,2016-02-05 23:29:41,2016-02-06 00:34:25,11116,"Perley, Daniel A"
GRB111208A,Kepler09-1-2-1-1-1-1,289.56298,40.53982,,IRAC Map PC,50053120,Kepler 09 - center,2013-12-28 17:06:02,2013-12-28 21:09:19,10067,"Werner, Michael"
GRB111204A,GRB111204A,336.628375,-31.374861,,IRAC Map PC,46291968,GRB111204A,2012-12-27 19:05:56,2012-12-27 20:04:24,90062,"Perley, Daniel A"
GRB111129A,GRB111129A,307.433958,-52.712917000000004,,IRAC Map PC,54885120,GRB111129A,2015-12-21 09:45:21,2015-12-21 10:29:33,11116,"Perley, Daniel A"
GRB111123A,GRB111123A,154.846417,-20.644722,,IRAC Map PC,54884864,GRB111123A,2016-08-08 22:27:41,2016-08-09 01:46:46,11116,"Perley, Daniel A"
GRB111123A,GRB111123A,154.846417,-20.644722,,IRAC Map PC,65630720,GRB111123A,2018-08-29 05:12:41,2018-08-29 06:17:26,13104,"Perley, Daniel A"
GRB111107A,111107A-1,129.47775,-66.520083,,IRAC Map PC,45355520,IRACPC-0039,2012-05-28 10:03:39,2012-05-28 11:10:02,80054,"Berger, Edo"
GRB111026A,334.73111GLIMPSE,244.394915,-47.733715999999994,,IRAC Map,21302016,l334.73111+02.00000.20070330,2007-03-30 11:54:54,2007-03-30 12:53:09,30570,"Benjamin, Robert A"
GRB111026A,335.09354GLIMPSE,244.77903700000002,-47.480483,,IRAC Map,21333760,l335.09354+02.00000.20070330,2007-03-30 10:55:40,2007-03-30 11:53:55,30570,"Benjamin, Robert A"
GRB111022B,GRB111022B,108.964708,49.683639,,IRAC Map PC,46292224,GRB111022B,2012-12-05 21:06:34,2012-12-05 22:05:00,90062,"Perley, Daniel A"
GRB111018A,serpens_irac8,271.628216,-4.344753,,IRAC Map,19972608,IRAC_serpens_8_1 - 0020,2007-05-09 08:13:36,2007-05-09 09:42:57,30574,"Allen, Lori E"
GRB111018A,serpens_irac8,271.629322,-4.345866,,IRAC Map,19987200,IRAC_serpens_8_2 - 0020,2007-05-09 13:45:35,2007-05-09 15:14:57,30574,"Allen, Lori E"
GRB111008A,111008A-1,60.449082999999995,-32.709778,,IRAC Map PC,45359360,IRACPC-0030,2012-10-31 08:27:49,2012-10-31 13:58:30,80054,"Berger, Edo"
GRB111005A,GRB111005A,223.28241699999998,-19.736722,,IRAC Map PC,44591616,IRAC-GRB111005A_epoch2,2012-04-14 22:23:51,2012-04-14 22:44:43,80234,"Levan, Andrew J"
GRB111005A,GRB111005A,223.28241699999998,-19.736722,,IRAC Map PC,44591360,IRAC-GRB111005A_epoch1,2011-10-14 11:39:13,2011-10-14 12:30:17,80234,"Levan, Andrew J"
GRB110915A,GRB110915A,310.824542,-0.723167,,IRAC Map PC,46292480,GRB110915A,2012-12-20 07:15:51,2012-12-20 08:14:19,90062,"Perley, Daniel A"
GRB110818A,110818A-1,317.337667,-63.981193999999995,,IRAC Map PC,45359104,IRACPC-0031,2012-11-13 05:05:18,2012-11-13 08:24:14,80054,"Berger, Edo"
GRB110818A,GRB110818A,317.337667,-63.981193999999995,,IRAC Map PC,65630464,GRB110818A,2018-08-01 09:52:07,2018-08-01 10:58:20,13104,"Perley, Daniel A"
GRB110815A,l176.87004d+0.00085d,84.456903,32.591651,,IRAC Map PC,40050176,l176.87004d+0.00085d,2010-12-04 03:58:35,2010-12-04 04:17:21,70072,"Whitney, Barbara A"
GRB110815A,l176.43152d+0.57157d,85.547572,33.023666999999996,,IRAC Map PC,40049408,l176.43152d+0.57157d,2010-12-05 04:02:58,2010-12-05 04:37:41,70072,"Whitney, Barbara A"
GRB110815A,l176.80984d+1.12639d,85.573151,33.240778000000006,,IRAC Map PC,40053760,l176.80984d+1.12639d,2010-12-05 05:34:29,2010-12-05 05:52:05,70072,"Whitney, Barbara A"
GRB110815A,l175.43610d-0.05988d,84.109186,33.125172,,IRAC Map PC,40053504,l175.43610d-0.05988d,2010-12-03 22:23:37,2010-12-03 23:27:28,70072,"Whitney, Barbara A"
GRB110815A,176.64143GLIMPSE,85.62729499999999,32.467424,,IRAC Map PC,32846336,l176.64143+01.28000.20091026,2009-11-11 12:23:12,2009-11-11 13:25:25,61070,"Whitney, Barbara A"
GRB110808A,GRB110808A,57.267832999999996,-44.194528000000005,,IRAC Map PC,54884608,GRB110808A,2015-10-19 19:08:45,2015-10-19 20:13:29,11116,"Perley, Daniel A"
GRB110801A,GRB110801A,89.437208,80.955889,,IRAC Map PC,62065920,GRB110801A,2017-05-14 08:05:38,2017-05-14 09:10:23,13104,"Perley, Daniel A"
GRB110731A,GRB110731A,280.504125,-28.537166999999997,,IRAC Map PC,46292736,GRB110731A,2012-11-09 10:46:58,2012-11-09 14:06:00,90062,"Perley, Daniel A"
GRB110709B,GRB110709B,164.65425,-23.454778,,IRAC Map PC,46292992,GRB110709B,2013-09-01 18:40:52,2013-09-01 21:59:38,90062,"Perley, Daniel A"
GRB110709A,GRB110709A,238.891417,40.924194,,IRAC Map PC,46293248,GRB110709A,2013-04-06 02:08:59,2013-04-06 03:07:24,90062,"Perley, Daniel A"
GRB110709A,GRB110709A,238.891458,40.92425,,IRAC Map PC,62065664,GRB110709A,2016-11-07 19:39:55,2016-11-07 20:44:39,13104,"Perley, Daniel A"
GRB110625A,40.54038GLIMPSE,286.35132400000003,6.764105000000001,,IRAC Map,11968512,l040.54038-00.00691.20041009,2004-10-09 05:27:41,2004-10-09 06:33:03,187,"Churchwell, Ed"
GRB110520A,GRB110520A,134.34075,56.427361,,IRAC Map PC,46293504,GRB110520A,2012-12-20 14:56:43,2012-12-20 15:55:07,90062,"Perley, Daniel A"
GRB110503A,GRB110503A,132.776083,52.207528,,IRAC Map PC,54884352,GRB110503A,2015-07-05 00:59:18,2015-07-05 02:04:03,11116,"Perley, Daniel A"
GRB110428A,119.88378GLIMPSE,5.648179,64.958297,,IRAC Map PC,38719232,l119.88378+02.25750.20100128,2010-02-14 09:53:53,2010-02-14 10:48:58,60020,"Whitney, Barbara A"
GRB110428A,119.55603GLIMPSE,4.880395,64.919742,,IRAC Map PC,38733568,l119.55603+02.25750.20100128,2010-02-13 18:23:07,2010-02-13 19:17:59,60020,"Whitney, Barbara A"
GRB110422A,GRB110422A,112.046792,75.106778,,IRAC Map PC,62065408,GRB110422A,2017-06-16 16:22:15,2017-06-16 17:27:00,13104,"Perley, Daniel A"
GRB110407A,GRB110407A,186.031375,15.712944,,IRAC Map PC,54884096,GRB110407A,2015-09-18 16:32:09,2015-09-18 18:41:41,11116,"Perley, Daniel A"
GRB110406A,NGC0404,17.362083,35.7175,,IRAC Map,4428032,NGC0404 IRAC,2004-07-28 18:58:02,2004-07-28 19:02:04,69,"Fazio, Giovanni"
GRB110312A,GRB110312A,157.48125,-5.262417,,IRAC Map PC,46293760,GRB110312A,2013-07-27 22:56:39,2013-07-27 23:55:03,90062,"Perley, Daniel A"
